title,platform,date,user_score,link,developers,genres
Pokemon Ruby Version,GBA,18-Mar-03,8.6,/game/game-boy-advance/pokemon-ruby-version,['Game Freak'],"['Role-Playing', 'Console-style RPG']"
The Legend of Zelda: Ocarina of Time / Master Quest,GC,28-Feb-03,8.9,/game/gamecube/the-legend-of-zelda-ocarina-of-time-master-quest,['Nintendo'],"['Action Adventure', 'Fantasy']"
The Legend of Zelda: A Link to the Past,GBA,3-Dec-02,9,/game/game-boy-advance/the-legend-of-zelda-a-link-to-the-past,['Capcom'],"['Action Adventure', 'Fantasy']"
Kirby: Nightmare in Dream Land,GBA,2-Dec-02,8.6,/game/game-boy-advance/kirby-nightmare-in-dream-land,['HAL Labs'],"['Action', 'Platformer', '2D']"
Metroid Prime,GC,17-Nov-02,9.2,/game/gamecube/metroid-prime,['Retro Studios'],"['Action', 'Shooter', 'First-Person', 'Sci-Fi']"
Metroid Fusion,GBA,17-Nov-02,9,/game/game-boy-advance/metroid-fusion,['Nintendo'],"['Action Adventure', 'Sci-Fi']"
Cubivore: Survival of the Fittest,GC,5-Nov-02,8.4,/game/gamecube/cubivore-survival-of-the-fittest,['Nintendo'],"['Miscellaneous', 'Puzzle', 'General']"
Game & Watch Gallery 4,GBA,28-Oct-02,8.1,/game/game-boy-advance/game-watch-gallery-4,['Nintendo'],"['Miscellaneous', 'Compilation']"
Mario Party 4,GC,21-Oct-02,7.6,/game/gamecube/mario-party-4,,
Yoshi's Island: Super Mario Advance 3,GBA,24-Sep-02,8.9,/game/game-boy-advance/yoshis-island-super-mario-advance-3,['Nintendo'],"['Action', 'Platformer', '2D']"
Star Fox Adventures,GC,22-Sep-02,7.9,/game/gamecube/star-fox-adventures,,
Animal Crossing,GC,15-Sep-02,8.8,/game/gamecube/animal-crossing,['Nintendo'],"['Miscellaneous', 'Virtual Life']"
Super Mario Sunshine,GC,25-Aug-02,8.5,/game/gamecube/super-mario-sunshine,['Nintendo'],"['Action', 'Platformer', '3D']"
Disney's Magical Mirror Starring Mickey Mouse,GC,13-Aug-02,7.8,/game/gamecube/disneys-magical-mirror-starring-mickey-mouse,['Capcom'],"['Adventure', 'Third-Person', 'Fantasy']"
Disney's Magical Quest,GBA,13-Aug-02,,/game/game-boy-advance/disneys-magical-quest,['Sun-Tec'],"['Action', 'Platformer', '2D']"
Eternal Darkness: Sanity's Requiem,GC,23-Jun-02,8.7,/game/gamecube/eternal-darkness-sanitys-requiem,['Silicon Knights'],"['Action Adventure', 'Horror']"
Super Mario World: Super Mario Advance 2,GBA,9-Feb-02,9,/game/game-boy-advance/super-mario-world-super-mario-advance-2,['Nintendo'],"['Action', 'Platformer', '2D']"
NBA Courtside 2002,GC,13-Jan-02,7.3,/game/gamecube/nba-courtside-2002,['Left Field Productions'],"['Sports', 'Traditional', 'Basketball', 'Sim']"
Super Smash Bros. Melee,GC,2-Dec-01,9.1,/game/gamecube/super-smash-bros-melee,['HAL Labs'],"['Action', 'Fighting', '3D']"
Pikmin,GC,2-Dec-01,8.7,/game/gamecube/pikmin,['Nintendo'],"['Strategy', 'Real-Time', 'Fantasy']"
Wario Land 4,GBA,18-Nov-01,8.6,/game/game-boy-advance/wario-land-4,['Nintendo'],"['Action', 'Platformer', '2D']"
Wave Race: Blue Storm,GC,17-Nov-01,7.9,/game/gamecube/wave-race-blue-storm,['Nintendo'],"['Driving', 'Racing', 'Snow / Water']"
Luigi's Mansion,GC,17-Nov-01,8.6,/game/gamecube/luigis-mansion,['Nintendo'],"['Action Adventure', 'Fantasy']"
Golden Sun,GBA,11-Nov-01,9,/game/game-boy-advance/golden-sun,['Camelot Software Planning'],"['Role-Playing', 'Console-style RPG']"
Advance Wars,GBA,9-Sep-01,8.9,/game/game-boy-advance/advance-wars,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Modern']"
Mario Kart Super Circuit,GBA,26-Aug-01,7.9,/game/game-boy-advance/mario-kart-super-circuit,['Intelligent Systems'],"['Driving', 'Racing', 'Kart']"
F-Zero: Maximum Velocity,GBA,12-Jun-01,7.7,/game/game-boy-advance/f-zero-maximum-velocity,['Nd Cube'],"['Driving', 'Racing', 'Futuristic']"
Super Mario Advance,GBA,10-Jun-01,7.3,/game/game-boy-advance/super-mario-advance,['Nintendo'],"['Action', 'Platformer', '2D']"
Mario Party 3,N64,6-May-01,8.1,/game/nintendo-64/mario-party-3,['Hudson'],"['Miscellaneous', 'Party']"
Dr. Mario 64,N64,8-Apr-01,7.5,/game/nintendo-64/dr-mario-64,['Newcom'],"['Miscellaneous', 'Puzzle', 'Matching']"
Pokemon Stadium 2,N64,28-Mar-01,8.3,/game/nintendo-64/pokemon-stadium-2,['HAL Labs'],"['Strategy', 'General']"
Paper Mario,N64,5-Feb-01,9,/game/nintendo-64/paper-mario,['Intelligent Systems'],"['Role-Playing', 'Console-style RPG']"
Banjo-Tooie,N64,19-Nov-00,8.8,/game/nintendo-64/banjo-tooie,['Rare Ltd.'],"['Action', 'Platformer', '3D']"
Mickey's Speedway USA,N64,13-Nov-00,7.2,/game/nintendo-64/mickeys-speedway-usa,['Rare Ltd.'],"['Driving', 'Racing', 'Kart']"
"Hey You, Pikachu!",N64,5-Nov-00,6.4,/game/nintendo-64/hey-you-pikachu!,['Ambrella'],"['Adventure', 'General']"
The Legend of Zelda: Majora's Mask,N64,25-Oct-00,9.2,/game/nintendo-64/the-legend-of-zelda-majoras-mask,['Nintendo'],"['Action Adventure', 'Fantasy']"
Pokemon Puzzle League,N64,1-Sep-00,8.5,/game/nintendo-64/pokemon-puzzle-league,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Matching']"
Mario Tennis,N64,28-Aug-00,8.8,/game/nintendo-64/mario-tennis,['Camelot Software Planning'],"['Sports', 'Traditional', 'Tennis']"
Kirby 64: The Crystal Shards,N64,26-Jun-00,8.3,/game/nintendo-64/kirby-64-the-crystal-shards,,
Starcraft 64,N64,13-Jun-00,8.2,/game/nintendo-64/starcraft-64,['Mass Media'],"['Strategy', 'Real-Time', 'Sci-Fi']"
Perfect Dark,N64,22-May-00,8.9,/game/nintendo-64/perfect-dark,['Rare Ltd.'],"['Action', 'Shooter', 'First-Person', 'Sci-Fi']"
Excitebike 64,N64,30-Apr-00,8.1,/game/nintendo-64/excitebike-64,['Left Field Productions'],"['Driving', 'Racing', 'Motorcycle', 'Motocross']"
Ridge Racer 64,N64,14-Feb-00,8.3,/game/nintendo-64/ridge-racer-64,['Nintendo'],"['Driving', 'Racing', 'Arcade']"
Mario Golf,N64,30-Jun-99,8,/game/nintendo-64/mario-golf,['Camelot Software Planning'],"['Sports', 'Traditional', 'Golf', 'Arcade']"
Pokemon Snap,N64,30-Jun-99,7.5,/game/nintendo-64/pokemon-snap,['Hal'],"['Action', 'General']"
Super Smash Bros.,N64,26-Apr-99,8.7,/game/nintendo-64/super-smash-bros,['HAL Labs'],"['Action', 'Fighting', '3D']"
Mario Party,N64,8-Feb-99,8.1,/game/nintendo-64/mario-party,['Hudson'],"['Miscellaneous', 'Party']"
The Legend of Zelda: Ocarina of Time,N64,23-Nov-98,9.1,/game/nintendo-64/the-legend-of-zelda-ocarina-of-time,['Nintendo'],"['Action Adventure', 'Fantasy']"
F-Zero X,N64,30-Sep-98,8.7,/game/nintendo-64/f-zero-x,['Nintendo'],"['Driving', 'Racing', 'Futuristic']"
Banjo-Kazooie,N64,31-May-98,9.1,/game/nintendo-64/banjo-kazooie,['Rare Ltd.'],"['Action', 'Platformer', '3D']"
Yoshi's Story,N64,1-Mar-98,7.5,/game/nintendo-64/yoshis-story,['Nintendo'],"['Action', 'Platformer', '2D']"
Diddy Kong Racing,N64,24-Nov-97,8.5,/game/nintendo-64/diddy-kong-racing,['Rare Ltd.'],"['Driving', 'Racing', 'Kart']"
GoldenEye 007,N64,25-Aug-97,9,/game/nintendo-64/goldeneye-007,['Rare Ltd.'],"['Action', 'Shooter', 'First-Person', 'Modern']"
Star Fox 64,N64,1-Jul-97,8.9,/game/nintendo-64/star-fox-64,['Nintendo'],"['Action', 'Shooter', 'Rail']"
Blast Corps,N64,28-Feb-97,8.4,/game/nintendo-64/blast-corps,['Rare Ltd.'],"['Action', 'General']"
Mario Kart 64,N64,10-Feb-97,8.6,/game/nintendo-64/mario-kart-64,['Nintendo'],"['Driving', 'Racing', 'Kart']"
Wave Race 64,N64,1-Nov-96,8.3,/game/nintendo-64/wave-race-64,['Nintendo'],"['Driving', 'Racing', 'Snow / Water']"
Pilotwings 64,N64,29-Sep-96,8,/game/nintendo-64/pilotwings-64,['Paradigm Entertainment'],"['Simulation', 'General']"
Super Mario 64,N64,26-Sep-96,9.2,/game/nintendo-64/super-mario-64,['Nintendo'],"['Action', 'Platformer', '3D']"
Project H.A.M.M.E.R.,WII,Canceled,,/game/wii/project-hammer,['Nintendo'],"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D']"
DS Air,working title),Canceled,,/game/ds/ds-air-working-title,['Nintendo'],"['Simulation', 'Flight', 'Modern Jet', 'Combat']"
Line Attack Heroes,WII,Canceled,,/game/wii/line-attack-heroes,['GREZZO'],"['Action', 'General', 'General']"
Wii U Play,WIIU,Canceled,,/game/wii-u/wii-u-play,['Nintendo'],"['Miscellaneous', 'Party', 'Party / Minigame']"
Measure Up,WIIU,Canceled,,/game/wii-u/measure-up,['Nintendo'],"['Miscellaneous', 'General', 'General']"
Make 10,DS,Canceled,,/game/ds/make-10,['MuuMuu'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'Logic', 'Logic']"
ASH: Archaic Sealed Heat,DS,Canceled,,/game/ds/ash-archaic-sealed-heat,['Mistwalker'],"['Role-Playing', 'Strategy', 'Turn-Based', 'General', 'General', 'Fantasy', 'Tactics']"
Nintendo Letterbox,DS,Canceled,,/game/ds/nintendo-letterbox,['Nintendo'],"['Miscellaneous', 'General', 'General', 'Application']"
Art Academy: Lessons for Everyone,WIIU,TBA,,/game/wii-u/art-academy-lessons-for-everyone,"['Nintendo', ' Headstrong Games']","['Miscellaneous', 'Edutainment', 'Edutainment']"
Wii Karaoke U,WIIU,TBA,7.8,/game/wii-u/wii-karaoke-u,['TOSE'],"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']"
Art Academy,WIIU,TBA,,/game/wii-u/art-academy,['Headstrong Games'],"['Miscellaneous', 'Edutainment']"
Project Giant Robot,WIIU,Canceled,,/game/wii-u/project-giant-robot,['Nintendo'],"['Action', 'Simulation', 'Fighting', 'Vehicle', '3D', 'Combat']"
Zero: Tsukihami no Kamen,WII,Canceled,,/game/wii/zero-tsukihami-no-kamen,['Grasshopper Manufacture'],"['Action Adventure', 'Horror', 'Survival']"
Blast Ball,3DS,TBA,,/game/3ds/blast-ball,['Nintendo'],"['Sports', 'General']"
Pikmin 4,WIIU,Canceled,,/game/wii-u/pikmin-4,['Nintendo'],"['Strategy', 'Real-Time', 'General']"
FAST Racing Neo,3DS,Q4 2015,,/game/3ds/fast-racing-neo,"[""Shin'en""]","['Racing', 'Arcade', 'Futuristic']"
Seasons of Heaven,Switch,TBA,,/game/switch/seasons-of-heaven,['AnyArts Productions'],"['Action Adventure', 'Survival']"
Metroid Prime 4,Switch,TBA,,/game/switch/metroid-prime-4,"['Nintendo', ' Retro Studios']","['Action', 'Shooter', 'First-Person', 'Arcade']"
Bayonetta 3,Switch,TBA,,/game/switch/bayonetta-3,['PlatinumGames'],"['Action Adventure', 'Linear']"
The Legend of Zelda: Breath of the Wild Sequel,Switch,TBA,,/game/switch/the-legend-of-zelda-breath-of-the-wild-sequel,['Nintendo'],"['Action Adventure', 'Open-World']"
Yo-kai Watch 4,Switch,TBA,,/game/switch/yo-kai-watch-4,['Level 5'],"['Role-Playing', 'Trainer']"
Pokemon Sleep,iOS,TBA,,/game/ios/pokemon-sleep,"['The Pokemon Company', ' Select Button']","['Role-Playing', 'Miscellaneous', 'Application', 'Trainer']"
New Pokemon Snap,Switch,TBA,,/game/switch/new-pokemon-snap,"['Bandai Namco Games', ' The Pokemon Company']","['Action', 'Shooter', 'Rail']"
