title,platform,date,user_score,link,developers,genres
Doc Louis's Punch-Out!!,WII,27-Oct-09,8.6,/game/wii/doc-louiss-punch-out!!,['Next Level Games'],"['Sports', 'Traditional', 'Individual', 'Boxing', 'Boxing', 'Combat', 'Boxing / Martial Arts']"
PictureBook Games: The Royal Bluff,DS,26-Oct-09,,/game/ds/picturebook-games-the-royal-bluff,"['Nintendo', ' Grounding Inc.']","['Miscellaneous', 'Board Games', 'Board Games', 'Board / Card Game']"
Crash-Course Domo,DS,19-Oct-09,,/game/ds/crash-course-domo,['Suzak'],"['Driving', 'Racing', 'Arcade', 'Other', 'Other']"
Hard-Hat Domo,DS,19-Oct-09,,/game/ds/hard-hat-domo,['Suzak'],"['Adventure', 'Puzzle', 'Action', 'General']"
Pro-Putt Domo,DS,19-Oct-09,,/game/ds/pro-putt-domo,['Suzak'],"['Sports', 'Traditional', 'Individual', 'Golf', 'Arcade', 'Arcade']"
Rock-n-Roll Domo,DS,19-Oct-09,,/game/ds/rock-n-roll-domo,['Suzak'],"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']"
White-Water Domo,DS,19-Oct-09,,/game/ds/white-water-domo,['Suzak'],"['Driving', 'Racing', 'Arcade', 'Snow / Water', 'Other', 'Snow / Water']"
Pokemon Mystery Dungeon: Explorers of Sky,DS,12-Oct-09,8.9,/game/ds/pokemon-mystery-dungeon-explorers-of-sky,['ChunSoft'],"['Role-Playing', 'General', 'Console-style RPG', 'Console-style RPG', 'Roguelike']"
Pinball Pulse: The Ancients Beckon,DS,12-Oct-09,,/game/ds/pinball-pulse-the-ancients-beckon,['Fuse Games Limited'],"['Action', 'Miscellaneous', 'Parlor', 'Pinball', 'Pinball']"
Wii Fit Plus,WII,4-Oct-09,7.4,/game/wii/wii-fit-plus,['Nintendo'],"['Sports', 'Miscellaneous', 'Alternative', 'General', 'Exercise / Fitness', 'Other']"
Art Academy: Second Semester,DS,28-Sep-09,,/game/ds/art-academy-second-semester,['Headstrong Games'],"['Miscellaneous', 'Edutainment', 'Edutainment']"
Clubhouse Games Express: Strategy Pack,DS,21-Sep-09,,/game/ds/clubhouse-games-express-strategy-pack,['Nintendo'],"['Miscellaneous', 'Board Games', 'Board Games', 'Board / Card Game']"
"You, Me, and the Cubes",WII,21-Sep-09,7,/game/wii/you-me-and-the-cubes,['fyto'],"['Miscellaneous', 'Puzzle', 'Action', 'Puzzle', 'Puzzle', 'Action']"
Mario & Luigi: Bowser's Inside Story,DS,14-Sep-09,8.8,/game/ds/mario-luigi-bowsers-inside-story,['Alphadream Corporation'],"['Role-Playing', 'Action RPG', 'Console-style RPG', 'Console-style RPG', 'Japanese-Style']"
Art Academy: First Semester,DS,14-Sep-09,8,/game/ds/art-academy-first-semester,['Headstrong Games'],"['Miscellaneous', 'Edutainment', 'Edutainment']"
Clubhouse Games Express: Family Favorites,DS,7-Sep-09,,/game/ds/clubhouse-games-express-family-favorites,['Nintendo'],"['Miscellaneous', 'Board Games', 'Board Games', 'Board / Card Game']"
Puzzle League Express,DS,31-Aug-09,,/game/ds/puzzle-league-express,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
Professor Layton and the Diabolical Box,DS,24-Aug-09,8.6,/game/ds/professor-layton-and-the-diabolical-box,['Level 5'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
Metroid Prime Trilogy,WII,24-Aug-09,9,/game/wii/metroid-prime-trilogy,['Retro Studios'],"['Action', 'Miscellaneous', 'Shooter', 'Compilation', 'Compilation', 'First-Person', 'Sci-Fi']"
Picture Book Games: Pop-Up Pursuit,WII,17-Aug-09,,/game/wii/picture-book-games-pop-up-pursuit,['Grounding Inc.'],"['Miscellaneous', 'Board Games', 'Board Games', 'Board / Card Game']"
Brain Age Express: Sudoku,DS,17-Aug-09,,/game/ds/brain-age-express-sudoku,,"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Logic', 'General']"
Flipnote Studio,DS,12-Aug-09,7.5,/game/ds/flipnote-studio,['Nintendo'],"['Miscellaneous', 'General', 'Application']"
Fossil Fighters,DS,10-Aug-09,8.4,/game/ds/fossil-fighters,['RED Entertainment'],"['Role-Playing', 'General', 'General']"
Rock N' Roll Climber,WII,10-Aug-09,,/game/wii/rock-n-roll-climber,['Vitei'],"['Action', 'General', 'General']"
Brain Age Express: Arts & Letters,DS,10-Aug-09,,/game/ds/brain-age-express-arts-letters,,"['Miscellaneous', 'Edutainment', 'Edutainment']"
Art Style: precipice,DS,3-Aug-09,7.3,/game/ds/art-style-precipice,['Skip Ltd.'],"['Miscellaneous', 'Puzzle', 'Action', 'Puzzle', 'Puzzle', 'Action']"
Wii Sports Resort,WII,26-Jul-09,8.2,/game/wii/wii-sports-resort,['Nintendo'],"['Sports', 'General', 'General', 'Individual', 'Athletics']"
Art Style: ZENGAGE,DS,20-Jul-09,,/game/ds/art-style-zengage,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'Puzzle', 'Matching', 'Matching']"
Art Style: BASE 10,DS,6-Jul-09,,/game/ds/art-style-base-10,['Skip Ltd.'],"['Miscellaneous', 'Puzzle', 'Action', 'Puzzle', 'Puzzle', 'Action']"
Bit.Trip Core,WII,6-Jul-09,8.1,/game/wii/bittrip-core,['Gaijin Games'],"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']"
Art Style: BOXLIFE,DS,22-Jun-09,6.8,/game/ds/art-style-boxlife,['Nintendo'],"['Miscellaneous', 'General', 'General']"
Mario Calculator,DS,15-Jun-09,5.7,/game/ds/mario-calculator,['Nintendo'],"['Action', 'Miscellaneous', 'General', 'Edutainment']"
Mario Clock,DS,15-Jun-09,6,/game/ds/mario-clock,['Nintendo'],"['Miscellaneous', 'General', 'General', 'Application']"
Mario vs. Donkey Kong: Minis March Again!,DS,8-Jun-09,8,/game/ds/mario-vs-donkey-kong-minis-march-again!,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
The Legendary Starfy,DS,7-Jun-09,8.4,/game/ds/the-legendary-starfy,['TOSE'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
Personal Trainer: Walking,DS,26-May-09,8.3,/game/ds/personal-trainer-walking,['Nintendo'],"['Miscellaneous', 'General', 'Exercise / Fitness']"
Photo Clock,DS,25-May-09,,/game/ds/photo-clock,['Nintendo'],"['Miscellaneous', 'General', 'Application']"
Punch-Out!!,WII,18-May-09,8.6,/game/wii/punch-out!!,['Next Level Games'],"['Sports', 'Traditional', 'Individual', 'Boxing', 'Boxing', 'Combat', 'Boxing / Martial Arts']"
Art Style: PiCTOBiTS,DS,18-May-09,7.6,/game/ds/art-style-pictobits,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'Puzzle', 'Matching', 'Matching']"
The Legend of Zelda: Majora's Mask,WII,18-May-09,8.7,/game/wii/the-legend-of-zelda-majoras-mask,['Nintendo'],"['Action Adventure', 'Fantasy']"
New Play Control! Donkey Kong Jungle Beat,WII,4-May-09,8.7,/game/wii/new-play-control!-donkey-kong-jungle-beat,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
Animal Crossing Calculator,DS,4-May-09,,/game/ds/animal-crossing-calculator,['Nintendo'],"['Miscellaneous', 'Edutainment', 'Application']"
Animal Crossing Clock,DS,4-May-09,,/game/ds/animal-crossing-clock,['Nintendo'],"['Miscellaneous', 'Edutainment', 'Application']"
Paper Airplane Chase,DS,27-Apr-09,7.2,/game/ds/paper-airplane-chase,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
Clubhouse Games Express: Card Classics,DS,27-Apr-09,,/game/ds/clubhouse-games-express-card-classics,['Nintendo'],"['Miscellaneous', 'Board Games', 'Board Games', 'Board / Card Game']"
Dr. Mario Express,DS,20-Apr-09,7.3,/game/ds/dr-mario-express,"['Arika', ' Nintendo']","['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'Matching', 'General']"
Excitebots: Trick Racing,WII,20-Apr-09,8.7,/game/wii/excitebots-trick-racing,['Monster Games Inc.'],"['Driving', 'Racing', 'General', 'Arcade', 'Arcade', 'Automobile']"
Master of Illusion Express: Deep Psyche,DS,20-Apr-09,,/game/ds/master-of-illusion-express-deep-psyche,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
Master of Illusion Express: Shuffle Games,DS,13-Apr-09,,/game/ds/master-of-illusion-express-shuffle-games,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
Rhythm Heaven,DS,5-Apr-09,8.3,/game/ds/rhythm-heaven,['Nintendo'],"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']"
Art Style: AQUIA,DS,5-Apr-09,7.3,/game/ds/art-style-aquia,['Skip Ltd.'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
Nintendo DSi Browser,DS,5-Apr-09,,/game/ds/nintendo-dsi-browser,['Nintendo'],"['Miscellaneous', 'Web Browser', 'Application']"
Master of Illusion Express: Funny Face,DS,5-Apr-09,,/game/ds/master-of-illusion-express-funny-face,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
Bird & Beans,DS,5-Apr-09,7.5,/game/ds/bird-beans,['Nintendo'],"['Action', 'General', 'General', 'Arcade']"
Brain Age Express: Math,DS,5-Apr-09,,/game/ds/brain-age-express-math,['Nintendo'],"['Miscellaneous', 'Edutainment', 'Edutainment']"
WarioWare: Snapped!,DS,5-Apr-09,5.1,/game/ds/warioware-snapped!,['Intelligent Systems'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'Party / Minigame', 'General']"
Super Punch-Out!!,WII,30-Mar-09,8.4,/game/wii/super-punch-out!!,['Nintendo'],"['Sports', 'Traditional', 'Boxing']"
Bonsai Barber,WII,30-Mar-09,7,/game/wii/bonsai-barber,['Zoonami Ltd.'],"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual', 'Virtual Life']"
Pokemon Platinum Version,DS,22-Mar-09,8.9,/game/ds/pokemon-platinum-version,['Game Freak'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Trainer']"
Bit.Trip Beat,WII,16-Mar-09,8.4,/game/wii/bittrip-beat,['Gaijin Games'],"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']"
New Play Control! Pikmin,WII,9-Mar-09,8.6,/game/wii/new-play-control!-pikmin,['Nintendo'],"['Strategy', 'Real-Time', 'Fantasy', 'General', 'Fantasy']"
New Play Control! Mario Power Tennis,WII,9-Mar-09,7.7,/game/wii/new-play-control!-mario-power-tennis,['Camelot Software Planning'],"['Sports', 'Traditional', 'Individual', 'Tennis', 'Tennis']"
Fire Emblem: Shadow Dragon,DS,16-Feb-09,7.1,/game/ds/fire-emblem-shadow-dragon,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Lonpos,WII,2-Feb-09,,/game/wii/lonpos,['Genki'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
Personal Trainer: Math,DS,13-Jan-09,,/game/ds/personal-trainer-math,['Jupiter Corporation'],"['Miscellaneous', 'Edutainment', 'Edutainment']"
Kirby's Dream Land 3,WII,5-Jan-09,8.1,/game/wii/kirbys-dream-land-3,['Hal'],"['Action', 'Platformer', '2D']"
Maboshi's Arcade,WII,29-Dec-08,7.9,/game/wii/maboshis-arcade,['Mindware'],"['Miscellaneous', 'Puzzle', 'Action', 'Puzzle', 'Puzzle', 'Action']"
StarTropics II: Zoda's Revenge,WII,29-Dec-08,,/game/wii/startropics-ii-zodas-revenge,['Nintendo'],"['Action Adventure', 'Modern']"
Game & Watch Collection,DS,15-Dec-08,,/game/ds/game-watch-collection,['Nintendo'],"['Miscellaneous', 'Compilation', 'Compilation']"
Personal Trainer: Cooking,DS,24-Nov-08,8.2,/game/ds/personal-trainer-cooking,['indieszero'],"['Miscellaneous', 'General', 'General']"
Animal Crossing: City Folk,WII,16-Nov-08,7.8,/game/wii/animal-crossing-city-folk,['Nintendo'],"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual', 'Virtual Life']"
Pokemon Ranger: Shadows of Almia,DS,10-Nov-08,8.2,/game/ds/pokemon-ranger-shadows-of-almia,"['HAL Labs', ' Creatures Inc.']","['Role-Playing', 'General', 'General']"
Art Style: ROTOHEX,WII,27-Oct-08,,/game/wii/art-style-rotohex,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
Wii Music,WII,20-Oct-08,4.7,/game/wii/wii-music,['Nintendo'],"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']"
Art Style: CUBELLO,WII,13-Oct-08,7.6,/game/wii/art-style-cubello,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
Mario Golf,WII,6-Oct-08,,/game/wii/mario-golf,['Camelot Software Planning'],"['Sports', 'Traditional', 'Golf', 'Arcade']"
Art Style: ORBIENT,WII,29-Sep-08,8.2,/game/wii/art-style-orbient,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
Wario Land: Shake It!,WII,22-Sep-08,8.5,/game/wii/wario-land-shake-it!,['Good-Feel'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
Kirby Super Star Ultra,DS,22-Sep-08,8.9,/game/ds/kirby-super-star-ultra,['HAL Labs'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
Mystery Case Files: MillionHeir,DS,8-Sep-08,,/game/ds/mystery-case-files-millionheir,['Griptonite Games'],"['Miscellaneous', 'Adventure', 'Puzzle', 'General', 'Hidden Object', 'Puzzle']"
Super Mario RPG: Legend of the Seven Stars,WII,1-Sep-08,8.8,/game/wii/super-mario-rpg-legend-of-the-seven-stars,['SquareSoft'],"['Role-Playing', 'Console-style RPG']"
Clu Clu Land,WII,1-Sep-08,,/game/wii/clu-clu-land,['Nintendo'],"['Action', 'General']"
Mario Super Sluggers,WII,25-Aug-08,7.8,/game/wii/mario-super-sluggers,['Namco Bandai Games'],"['Sports', 'Traditional', 'Team', 'Baseball', 'Arcade', 'Arcade']"
Donkey Kong 3,WII,14-Jul-08,,/game/wii/donkey-kong-3,['Nintendo'],"['Action', 'General', 'Platformer', '2D']"
Magnetica Twist,WII,30-Jun-08,8,/game/wii/magnetica-twist,['Mitchell'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'Matching', 'General']"
My Pokemon Ranch,WII,9-Jun-08,5.2,/game/wii/my-pokemon-ranch,['Ambrella'],"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual', 'Virtual Life']"
Dr. Mario Online RX,WII,26-May-08,8.2,/game/wii/dr-mario-online-rx,"['Arika', ' Nintendo']","['Miscellaneous', 'Puzzle', 'Puzzle', 'Puzzle', 'Matching', 'Matching']"
Wii Fit,WII,19-May-08,7.7,/game/wii/wii-fit,['Nintendo'],"['Sports', 'Miscellaneous', 'General', 'Exercise / Fitness']"
CrossworDS,DS,5-May-08,6.8,/game/ds/crosswords,['Nuevo Retro Games'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Logic', 'General']"
Pokemon Puzzle League,WII,5-May-08,7.9,/game/wii/pokemon-puzzle-league,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'Matching']"
Mario Kart Wii,WII,27-Apr-08,8.4,/game/wii/mario-kart-wii,['Nintendo'],"['Driving', 'Racing', 'Arcade', 'Kart', 'Kart', 'Automobile']"
Pokemon Mystery Dungeon: Explorers of Darkness,DS,20-Apr-08,8.5,/game/ds/pokemon-mystery-dungeon-explorers-of-darkness,['ChunSoft'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Roguelike']"
Pokemon Mystery Dungeon: Explorers of Time,DS,20-Apr-08,8.5,/game/ds/pokemon-mystery-dungeon-explorers-of-time,['ChunSoft'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Roguelike']"
Yoshi's Cookie,WII,7-Apr-08,,/game/wii/yoshis-cookie,['Bullet Proof Software'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General']"
Cruis'n USA,WII,31-Mar-08,,/game/wii/cruisn-usa,['Midway'],"['Driving', 'Racing', 'Arcade']"
Super Smash Bros. Brawl,WII,9-Mar-08,8.8,/game/wii/super-smash-bros-brawl,['Game Arts'],"['Action', 'Fighting', 'Fighting', '3D', '2D', '3D']"
Kirby 64: The Crystal Shards,WII,25-Feb-08,8.6,/game/wii/kirby-64-the-crystal-shards,['HAL Labs'],"['Action', 'Platformer', '3D']"
Professor Layton and the Curious Village,DS,10-Feb-08,8.5,/game/ds/professor-layton-and-the-curious-village,['Level 5'],"['Miscellaneous', 'Adventure', 'Puzzle', 'Edutainment', 'General', 'Puzzle', 'General']"
1080: TenEighty Snowboarding,WII,28-Jan-08,8.3,/game/wii/1080-teneighty-snowboarding,['Nintendo'],"['Sports', 'Alternative', 'Snowboarding']"
Mario & Sonic at the Olympic Games,DS,22-Jan-08,7.2,/game/ds/mario-sonic-at-the-olympic-games,"['Sega', ' Nintendo', ' Sega Sports R&D']","['Sports', 'Olympic Sports', 'Olympic Sports', 'Individual', 'Athletics']"
Endless Ocean,WII,21-Jan-08,8.2,/game/wii/endless-ocean,['Arika'],"['Adventure', 'General', 'General', '3D', 'Third-Person']"
Adventures of Lolo 2,WII,21-Jan-08,,/game/wii/adventures-of-lolo-2,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'Action']"
Advance Wars: Days of Ruin,DS,21-Jan-08,8.7,/game/ds/advance-wars-days-of-ruin,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Modern', 'Modern', 'Tactics']"
StarTropics,WII,7-Jan-08,,/game/wii/startropics,['Nintendo'],"['Action Adventure', 'Modern']"
Donkey Kong Country 3: Dixie Kong's Double Trouble,WII,24-Dec-07,8.3,/game/wii/donkey-kong-country-3-dixie-kongs-double-trouble,['Rare Ltd.'],"['Action', 'Platformer', '2D']"
Pokemon Snap,WII,10-Dec-07,7.8,/game/wii/pokemon-snap,['Hal'],"['Action', 'General']"
Master of Illusion,DS,26-Nov-07,,/game/ds/master-of-illusion,"['Eighting', ' Tenyo']","['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'Application', 'General']"
Vegas Stakes,WII,26-Nov-07,,/game/wii/vegas-stakes,['Hal'],"['Miscellaneous', 'Parlor', 'Gambling']"
Mario Party DS,DS,19-Nov-07,7.9,/game/ds/mario-party-ds,['Hudson Soft'],"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']"
Wrecking Crew,WII,19-Nov-07,,/game/wii/wrecking-crew,['Nintendo'],"['Action', 'Platformer', '2D']"
Link's Crossbow Training,WII,19-Nov-07,7.1,/game/wii/links-crossbow-training,['Nintendo'],"['Action', 'Shooter', 'Shooter', 'Light Gun', 'Light Gun']"
Super Mario Galaxy,WII,12-Nov-07,9,/game/wii/super-mario-galaxy,['Nintendo'],"['Action', 'Platformer', 'Platformer', '3D', '3D']"
Volleyball,WII,12-Nov-07,,/game/wii/volleyball,['Nintendo'],"['Sports', 'Traditional', 'Volleyball']"
Mario & Sonic at the Olympic Games,WII,6-Nov-07,7.7,/game/wii/mario-sonic-at-the-olympic-games,"['Sega', ' Nintendo', ' Sega Sports R&D']","['Sports', 'Olympic Sports', 'Olympic Sports', 'Individual', 'Athletics']"
Fire Emblem: Radiant Dawn,WII,5-Nov-07,8.7,/game/wii/fire-emblem-radiant-dawn,,
Super Mario Bros. 3,WII,5-Nov-07,8.7,/game/wii/super-mario-bros-3,['Nintendo'],"['Action', 'Platformer', '2D']"
Battalion Wars 2,WII,29-Oct-07,7.8,/game/wii/battalion-wars-2,['Kuju Entertainment'],"['Strategy', 'Real-Time', 'Military', 'Military', 'Tactics']"
Flash Focus: Vision Training in Minutes a Day,DS,15-Oct-07,4.4,/game/ds/flash-focus-vision-training-in-minutes-a-day,"['Nintendo', ' Namco Bandai Games']","['Miscellaneous', 'Edutainment', 'Edutainment']"
Donkey Kong: Barrel Blast,WII,8-Oct-07,7,/game/wii/donkey-kong-barrel-blast,['Paon Corporation'],"['Driving', 'Racing', 'Arcade', 'Kart', 'Other', 'Kart']"
The Legend of Zelda: Phantom Hourglass,DS,1-Oct-07,8,/game/ds/the-legend-of-zelda-phantom-hourglass,['Nintendo'],"['Action Adventure', 'Fantasy', 'Fantasy', 'Open-World']"
Super Mario Bros.: The Lost Levels,WII,1-Oct-07,6.1,/game/wii/super-mario-bros-the-lost-levels,['Nintendo'],"['Action', 'Platformer', '2D']"
Sin and Punishment,WII,1-Oct-07,8.5,/game/wii/sin-and-punishment,['Treasure'],"['Action', 'General']"
Chibi-Robo! Park Patrol,DS,24-Sep-07,7.7,/game/ds/chibi-robo!-park-patrol,['Skip Ltd.'],"['Action Adventure', 'Fantasy', 'General', 'Fantasy']"
Kirby's Avalanche,WII,24-Sep-07,,/game/wii/kirbys-avalanche,['Hal'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General']"
Yoshi's Story,WII,17-Sep-07,,/game/wii/yoshis-story,['Nintendo'],"['Action', 'Platformer', '2D']"
DK: Jungle Climber,DS,10-Sep-07,6.7,/game/ds/dk-jungle-climber,['Paon Corporation'],"['Action', 'General', 'General']"
NES Play Action Football,WII,10-Sep-07,,/game/wii/nes-play-action-football,['Nintendo'],"['Sports', 'Traditional', 'Football', 'Sim']"
Donkey Kong Jr. Math,WII,3-Sep-07,3.8,/game/wii/donkey-kong-jr-math,['Nintendo'],"['Miscellaneous', 'Edutainment']"
Metroid Prime 3: Corruption,WII,27-Aug-07,8.8,/game/wii/metroid-prime-3-corruption,['Retro Studios'],"['Action', 'Shooter', 'Shooter', 'First-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']"
Brain Age 2: More Training in Minutes a Day,DS,20-Aug-07,7.3,/game/ds/brain-age-2-more-training-in-minutes-a-day,['Nintendo'],"['Miscellaneous', 'Edutainment', 'Edutainment']"
Super Metroid,WII,20-Aug-07,9.2,/game/wii/super-metroid,['Nintendo'],"['Action', 'Platformer', '2D']"
Shining in the Darkness,WII,13-Aug-07,,/game/wii/shining-in-the-darkness,['Climax Entertainment'],"['Role-Playing', 'First-Person']"
Metroid,WII,13-Aug-07,7.7,/game/wii/metroid,['Nintendo'],"['Action', 'Platformer', '2D']"
Wave Race 64,WII,6-Aug-07,8.3,/game/wii/wave-race-64,['Nintendo'],"['Driving', 'Racing', 'Snow / Water']"
Mario Strikers Charged,WII,30-Jul-07,8.2,/game/wii/mario-strikers-charged,['Next Level Games'],"['Sports', 'Traditional', 'Team', 'Soccer', 'Arcade', 'Arcade']"
Picross DS,DS,30-Jul-07,8,/game/ds/picross-ds,['Jupiter Corporation'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'Puzzle', 'Logic', 'Logic']"
Kirby's Dream Course,WII,23-Jul-07,,/game/wii/kirbys-dream-course,['Nintendo'],"['Sports', 'Traditional', 'Golf', 'Arcade']"
Paper Mario,WII,16-Jul-07,8.8,/game/wii/paper-mario,['Intelligent Systems'],"['Role-Playing', 'Console-style RPG']"
Balloon Fight,WII,16-Jul-07,6.2,/game/wii/balloon-fight,['Nintendo'],"['Action', 'General']"
Yoshi,WII,9-Jul-07,,/game/wii/yoshi,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General']"
Mach Rider,WII,9-Jul-07,,/game/wii/mach-rider,['Nintendo'],"['Driving', 'Racing', 'Motorcycle', 'Street']"
Super Mario Bros. 2,WII,2-Jul-07,7.8,/game/wii/super-mario-bros-2,['Nintendo'],"['Action', 'Platformer', '2D']"
Pokemon Battle Revolution,WII,25-Jun-07,6.6,/game/wii/pokemon-battle-revolution,['Genius Sonority Inc.'],"['Strategy', 'Turn-Based', 'Fantasy', 'General', 'Fantasy']"
F-Zero X,WII,25-Jun-07,7.5,/game/wii/f-zero-x,['Nintendo'],"['Driving', 'Racing', 'Futuristic']"
World Sports Competition,WII,18-Jun-07,,/game/wii/world-sports-competition,['Hudson Soft'],"['Sports', 'General']"
NES Open Tournament Golf,WII,18-Jun-07,,/game/wii/nes-open-tournament-golf,['Nintendo'],"['Sports', 'Traditional', 'Golf', 'Arcade']"
Big Brain Academy: Wii Degree,WII,11-Jun-07,7,/game/wii/big-brain-academy-wii-degree,['Nintendo'],"['Miscellaneous', 'Edutainment', 'Edutainment']"
Nintendo DS Web Browser,DS,4-Jun-07,,/game/ds/nintendo-ds-web-browser,['Opera'],"['Miscellaneous', 'Web Browser', 'Application']"
Zelda II: The Adventure of Link,WII,4-Jun-07,7.1,/game/wii/zelda-ii-the-adventure-of-link,['Nintendo'],"['Role-Playing', 'Action RPG']"
Planet Puzzle League,DS,4-Jun-07,7.8,/game/ds/planet-puzzle-league,['Intelligent Systems'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
ToeJam & Earl in Panic on Funkotron,WII,4-Jun-07,,/game/wii/toejam-earl-in-panic-on-funkotron,['ToeJam & Earl Productions'],"['Action', 'Platformer', '2D']"
Mario Party 8,WII,29-May-07,6.4,/game/wii/mario-party-8,['Hudson'],"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']"
Kid Chameleon,WII,28-May-07,,/game/wii/kid-chameleon,['Sega'],"['Action', 'General']"
Streets of Rage 2,WII,21-May-07,7.4,/game/wii/streets-of-rage-2,['Sega'],"['Action', ""Beat-'Em-Up""]"
Blazing Lazers,WII,21-May-07,8.5,/game/wii/blazing-lazers,['Hudson'],"['Action', 'Shooter', 'Scrolling']"
Donkey Kong Country 2: Diddy's Kong Quest,WII,21-May-07,8.8,/game/wii/donkey-kong-country-2-diddys-kong-quest,['Rare Ltd.'],"['Action', 'Platformer', '2D']"
Ninja Spirit,WII,14-May-07,,/game/wii/ninja-spirit,['Irem'],"['Action', 'General']"
Mighty Bomb Jack,WII,7-May-07,,/game/wii/mighty-bomb-jack,['Tecmo'],"['Action', 'General']"
Final Fight,WII,7-May-07,8.4,/game/wii/final-fight,['Capcom'],"['Action', ""Beat-'Em-Up""]"
Ordyne,TG16),7-May-07,,/game/wii/ordyne-tg16,['Namco'],"['Action', 'Shooter', 'Scrolling']"
Shockman,WII,30-Apr-07,,/game/wii/shockman,['Winds'],"['Action', 'General', 'Platformer', '2D']"
Pokemon Diamond Version,DS,22-Apr-07,8.3,/game/ds/pokemon-diamond-version,['Game Freak'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Trainer']"
Pokemon Pearl Version,DS,22-Apr-07,8.2,/game/ds/pokemon-pearl-version,['Game Freak'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Trainer']"
Punch-Out!! Featuring Mr. Dream,WII,16-Apr-07,8,/game/wii/punch-out!!-featuring-mr-dream,['Nintendo'],"['Sports', 'Traditional', 'Boxing']"
Alex Kidd in the Enchanted Castle,WII,11-Apr-07,,/game/wii/alex-kidd-in-the-enchanted-castle,['Sega'],"['Action', 'Platformer', '2D']"
Super Paper Mario,WII,9-Apr-07,8.1,/game/wii/super-paper-mario,['Intelligent Systems'],"['Action', 'Role-Playing', 'Platformer', 'Platformer', 'Action RPG', '3D', '3D']"
Star Fox 64,WII,2-Apr-07,7.8,/game/wii/star-fox-64,['Nintendo'],"['Action', 'Shooter', 'Rail']"
